Date,B1,B2,B3,B4,B5,S1
2013-06-08,19,33,29,32,17,2
2013-06-10,13,15,3,35,32,1
2013-06-12,20,40,46,3,44,4
2013-06-15,32,38,26,4,23,2
2013-06-17,38,39,3,17,1,1
2013-06-19,32,22,17,43,19,1
2013-06-22,21,26,37,16,35,8
2013-06-24,29,5,24,19,10,1
2013-06-26,39,16,19,29,12,8
2013-06-29,23,37,8,14,9,7
2013-07-01,5,31,21,37,38,6
2013-07-03,36,2,7,25,39,4
2013-07-06,13,35,30,44,12,2
2013-07-08,44,8,24,25,26,5
2013-07-10,31,37,24,39,14,7
2013-07-13,31,21,37,10,28,8
2013-07-15,34,7,43,33,44,9
2013-07-17,16,8,17,48,31,4
2013-07-20,48,28,9,17,30,7
2013-07-22,12,32,29,7,38,1
2013-07-24,27,37,19,36,44,3
2013-07-27,35,44,29,37,10,4
2013-07-29,4,34,40,35,36,5
2013-07-31,28,31,23,41,8,7
2013-08-03,44,22,33,27,17,9
2013-08-05,24,39,11,6,43,4
2013-08-07,45,33,16,40,3,4
2013-08-10,19,5,41,15,24,5
2013-08-12,4,11,38,28,21,7
2013-08-14,30,22,5,35,17,2
2013-08-17,43,33,32,26,41,10
2013-08-19,40,25,2,3,46,9
2013-08-21,39,12,38,11,26,10
2013-08-24,39,11,5,29,41,7
2013-08-26,49,1,9,14,25,10
2013-08-28,40,23,30,2,33,1
2013-08-31,26,3,2,33,14,7
2013-09-02,46,16,20,41,8,8
2013-09-04,49,6,25,17,42,6
2013-09-07,25,24,44,11,1,3
2013-09-09,22,23,35,3,5,7
2013-09-11,35,13,7,6,23,2
2013-09-14,49,18,28,24,43,7
2013-09-16,6,15,24,38,26,5
2013-09-18,35,26,45,4,40,3
2013-09-21,41,30,17,26,16,9
2013-09-23,2,11,21,1,36,1
2013-09-25,6,2,44,43,12,5
2013-09-28,34,29,45,1,9,5
2013-09-30,10,26,45,15,28,9
2013-10-02,11,21,39,17,6,7
2013-10-05,9,7,14,27,38,9
2013-10-07,16,31,6,46,15,5
2013-10-09,1,26,18,20,12,2
2013-10-12,24,32,22,4,17,8
2013-10-14,21,35,19,15,33,4
2013-10-16,9,12,40,23,14,8
2013-10-19,33,49,44,8,25,1
2013-10-21,25,32,35,17,36,7
2013-10-23,5,11,20,22,10,3
2013-10-26,40,3,35,42,47,7
2013-10-28,44,32,8,14,23,8
2013-10-30,46,48,14,21,35,1
2013-11-02,7,12,4,13,18,9
2013-11-04,13,18,8,24,15,6
2013-11-06,20,40,30,16,6,3
2013-11-09,39,33,12,30,9,4
2013-11-11,42,48,32,12,16,9
2013-11-13,7,38,16,36,47,6
2013-11-16,38,44,20,29,33,8
2013-11-18,36,46,29,3,28,10
2013-11-20,35,28,46,14,18,1
2013-11-23,4,2,48,12,33,9
2013-11-25,27,15,16,4,42,4
2013-11-27,16,12,45,34,11,9
2013-11-30,19,36,20,40,2,2
2013-12-02,33,34,19,40,36,5
2013-12-04,21,34,27,25,29,3
2013-12-07,17,14,2,8,34,7
2013-12-09,45,33,20,24,6,6
2013-12-11,43,4,39,40,27,8
2013-12-14,46,45,8,30,18,1
2013-12-16,36,31,1,37,33,6
2013-12-18,36,46,38,8,30,1
2013-12-21,24,18,19,33,10,4
2013-12-23,34,29,41,37,18,5
2013-12-25,36,23,45,28,24,3
2013-12-28,1,16,20,32,26,7
2013-12-30,20,22,44,41,11,8
2014-01-01,39,37,34,26,6,7
2014-01-04,1,29,45,6,16,5
2014-01-06,30,29,17,13,19,9
2014-01-08,4,42,29,45,14,8
2014-01-11,35,25,18,8,39,9
2014-01-13,33,3,47,29,20,4
2014-01-15,7,20,35,37,30,6
2014-01-18,43,1,37,47,2,8
2014-01-20,10,1,42,40,35,5
2014-01-22,38,42,1,22,40,7
2014-01-25,18,37,17,14,30,5
2014-01-27,46,19,33,1,48,4
2014-01-29,35,8,6,25,2,8
2014-02-01,21,2,48,41,10,6
2014-02-03,44,33,5,1,13,2
2014-02-05,2,48,16,7,41,8
2014-02-08,6,7,39,38,14,7
2014-02-10,18,11,41,45,17,2
2014-02-12,7,16,48,15,10,7
2014-02-15,33,4,12,49,18,9
2014-02-17,20,32,9,23,1,1
2014-02-19,44,32,25,47,27,7
2014-02-22,30,26,48,32,1,10
2014-02-24,18,8,5,21,38,7
2014-02-26,19,41,5,22,33,1
2014-03-01,17,20,15,5,4,5
2014-03-03,41,40,28,21,36,10
2014-03-05,12,1,32,42,31,1
2014-03-08,35,40,6,46,15,7
2014-03-10,43,16,4,6,30,9
2014-03-12,42,36,1,20,25,10
2014-03-15,5,26,30,15,37,4
2014-03-17,8,33,22,45,19,6
2014-03-19,27,19,5,26,28,9
2014-03-22,20,49,14,26,4,2
2014-03-24,18,41,39,21,37,9
2014-03-26,40,47,38,11,21,6
2014-03-29,19,12,28,29,45,4
2014-03-31,28,6,7,32,2,4
2014-04-02,6,41,28,16,34,4
2014-04-05,40,9,22,13,45,5
2014-04-07,23,42,11,31,13,4
2014-04-09,28,14,39,12,38,10
2014-04-12,5,34,42,16,10,10
2014-04-14,11,7,43,45,14,3
2014-04-16,26,25,12,49,8,1
2014-04-19,22,40,21,12,45,8
2014-04-21,27,9,38,18,20,1
2014-04-23,3,30,10,29,39,10
2014-04-26,2,38,43,14,3,4
2014-04-28,45,32,19,49,36,7
2014-04-30,32,35,19,23,43,10
2014-05-03,16,5,41,11,36,5
2014-05-05,28,16,37,19,2,10
2014-05-07,6,46,47,11,1,5
2014-05-10,37,6,15,21,17,4
2014-05-12,43,33,36,12,2,5
2014-05-14,6,25,21,5,33,1
2014-05-17,48,41,37,32,43,7
2014-05-19,49,41,8,9,40,3
2014-05-21,49,9,35,23,1,1
2014-05-24,40,18,39,24,17,1
2014-05-26,3,8,40,39,32,1
2014-05-28,9,26,8,48,46,7
2014-05-31,16,2,28,40,14,1
2014-06-02,41,35,47,26,22,5
2014-06-04,43,36,8,22,3,3
2014-06-07,5,37,45,38,21,2
2014-06-09,47,34,45,35,10,9
2014-06-11,22,9,42,15,32,6
2014-06-14,7,24,18,34,5,5
2014-06-16,5,37,16,42,3,1
2014-06-18,47,13,30,9,18,3
2014-06-21,11,3,30,29,32,1
2014-06-23,40,38,32,4,31,4
2014-06-25,5,4,23,30,41,4
2014-06-28,40,24,22,13,43,3
2014-06-30,47,27,5,24,46,2
2014-07-02,36,27,8,39,47,3
2014-07-05,25,11,7,33,3,6
2014-07-07,31,41,32,14,13,10
2014-07-09,8,6,36,4,34,5
2014-07-12,29,23,22,13,1,1
2014-07-14,21,41,32,38,37,9
2014-07-16,42,3,36,28,49,7
2014-07-19,8,44,29,43,45,6
2014-07-21,21,3,9,27,10,4
2014-07-23,1,32,8,15,24,6
2014-07-26,1,5,43,41,22,4
2014-07-28,45,14,1,42,43,9
2014-07-30,25,7,13,9,8,9
2014-08-02,25,32,4,8,41,10
2014-08-04,16,28,36,24,43,6
2014-08-06,13,41,34,21,15,8
2014-08-09,34,4,5,9,21,7
2014-08-11,36,32,11,46,25,7
2014-08-13,3,18,13,43,28,5
2014-08-16,22,40,23,37,9,4
2014-08-18,24,45,19,1,46,3
2014-08-20,22,33,31,41,15,4
2014-08-23,7,17,29,26,21,7
2014-08-25,26,9,45,31,43,1
2014-08-27,4,44,32,22,14,2
2014-08-30,25,40,30,36,6,8
2014-09-01,42,22,47,16,38,1
2014-09-03,10,38,20,4,13,4
2014-09-06,42,14,15,13,3,7
2014-09-08,1,40,17,43,42,10
2014-09-10,6,16,31,26,40,7
2014-09-13,7,28,27,23,33,1
2014-09-15,16,44,2,10,35,6
2014-09-17,23,18,10,6,3,4
2014-09-20,34,31,25,46,22,6
2014-09-22,44,31,26,1,13,6
2014-09-24,16,49,10,38,25,9
2014-09-27,26,29,9,35,38,5
2014-09-29,41,28,17,4,33,5
2014-10-01,17,42,44,27,16,8
2014-10-04,14,45,29,12,41,7
2014-10-06,20,22,46,40,9,7
2014-10-08,13,4,21,43,23,10
2014-10-11,24,19,10,28,15,9
2014-10-13,29,15,1,12,30,1
2014-10-15,28,9,37,41,46,10
2014-10-18,1,43,24,15,27,7
2014-10-20,30,40,13,21,26,5
2014-10-22,10,19,47,35,33,2
2014-10-25,14,39,24,49,47,4
2014-10-27,13,32,12,28,33,6
2014-10-29,32,18,17,6,29,9
2014-11-01,48,29,2,36,9,10
2014-11-03,34,45,18,44,24,8
2014-11-05,27,24,37,46,1,1
2014-11-08,40,14,46,27,7,5
2014-11-10,24,23,30,6,18,7
2014-11-12,27,13,19,40,23,5
2014-11-15,28,16,39,23,3,10
2014-11-17,23,47,16,48,35,10
2014-11-19,41,18,13,14,29,3
2014-11-22,22,1,44,9,26,10
2014-11-24,18,47,49,32,17,3
2014-11-26,5,34,47,12,20,3
2014-11-29,18,44,2,47,49,2
2014-12-01,43,49,40,48,44,8
2014-12-03,49,26,28,31,11,7
2014-12-06,43,37,20,10,18,8
2014-12-08,10,14,43,32,47,10
2014-12-10,27,11,16,3,8,6
2014-12-13,43,13,10,20,38,1
2014-12-15,23,47,41,42,15,4
2014-12-17,32,46,6,8,13,10
2014-12-20,19,10,26,21,22,9
2014-12-22,34,35,23,16,6,8
2014-12-24,31,36,4,22,18,7
2014-12-27,20,48,34,39,4,10
2014-12-29,30,26,44,27,49,1
2014-12-31,46,43,41,37,34,10
2015-01-03,31,32,12,28,48,3
2015-01-05,37,8,49,31,45,7
2015-01-07,20,29,21,33,7,1
2015-01-10,18,5,33,2,23,4
2015-01-12,20,15,27,13,34,1
2015-01-14,23,18,7,2,21,6
2015-01-17,43,19,30,39,40,4
2015-01-19,25,4,18,7,35,4
2015-01-21,19,6,34,49,42,10
2015-01-24,36,44,21,13,5,1
2015-01-26,18,17,27,35,40,6
2015-01-28,41,12,33,9,16,1
2015-01-31,14,31,46,25,4,5
2015-02-02,17,16,14,1,11,10
2015-02-04,49,9,28,24,35,4
2015-02-07,21,29,7,37,19,2
2015-02-09,40,49,34,27,4,2
2015-02-11,13,40,24,17,45,3
2015-02-14,27,41,38,26,2,7
2015-02-16,36,14,9,1,20,2
2015-02-18,44,21,29,9,25,7
2015-02-21,3,45,47,13,27,4
2015-02-23,40,3,22,4,28,2
2015-02-25,44,47,20,30,29,1
2015-02-28,14,46,5,30,36,6
2015-03-02,17,11,27,48,23,1
2015-03-04,32,16,8,23,34,4
2015-03-07,48,9,18,43,3,2
2015-03-09,35,31,26,34,28,5
2015-03-11,49,2,35,1,36,4
2015-03-14,30,39,3,14,8,10
2015-03-16,35,11,49,7,48,7
2015-03-18,26,15,10,4,30,5
2015-03-21,28,47,41,22,21,5
2015-03-23,48,49,3,1,20,7
2015-03-25,43,10,20,9,17,7
2015-03-28,20,19,40,39,27,8
2015-03-30,4,20,13,10,32,1
2015-04-01,13,21,25,20,41,4
2015-04-04,33,15,23,28,39,1
2015-04-06,31,16,33,17,1,3
2015-04-08,15,36,38,30,2,2
2015-04-11,45,41,5,17,33,9
2015-04-13,41,9,43,48,36,2
2015-04-15,43,6,10,30,39,5
2015-04-18,44,1,49,38,20,3
2015-04-20,10,37,28,15,2,2
2015-04-22,10,43,21,25,45,5
2015-04-25,30,20,29,10,27,6
2015-04-27,15,28,43,41,5,4
2015-04-29,42,20,2,35,49,3
2015-05-02,46,33,30,19,3,5
2015-05-04,14,30,48,8,49,1
2015-05-06,35,32,29,7,34,10
2015-05-09,4,46,8,29,40,3
2015-05-11,49,1,34,28,31,4
2015-05-13,45,22,37,15,6,5
2015-05-16,39,8,22,46,23,3
2015-05-18,38,41,39,2,10,5
2015-05-20,12,10,22,37,41,10
2015-05-23,45,41,12,26,19,7
2015-05-25,44,35,49,15,29,3
2015-05-27,22,32,42,8,29,3
2015-05-30,43,6,30,47,45,5
2015-06-01,3,38,4,49,12,2
2015-06-03,12,18,30,25,47,2
2015-06-06,4,24,29,47,30,3
2015-06-08,41,3,8,9,44,10
2015-06-10,12,46,40,8,19,8
2015-06-13,16,11,29,15,46,4
2015-06-15,35,19,37,22,16,2
2015-06-17,44,30,26,48,41,1
2015-06-20,32,8,3,13,37,4
2015-06-22,35,43,37,24,38,2
2015-06-24,29,49,38,25,41,2
2015-06-27,47,14,42,40,29,4
2015-06-29,14,16,2,12,42,7
2015-07-01,49,5,19,18,38,10
2015-07-04,4,49,38,29,40,3
2015-07-06,17,12,36,35,43,3
2015-07-08,5,39,32,42,20,7
2015-07-11,14,26,4,23,36,1
2015-07-13,22,39,31,37,29,8
2015-07-15,46,2,30,43,14,8
2015-07-18,45,41,37,35,18,3
2015-07-20,31,17,2,24,29,1
2015-07-22,36,30,33,31,24,1
2015-07-25,43,7,5,10,13,4
2015-07-27,14,28,37,41,6,5
2015-07-29,22,2,3,42,36,9
2015-08-01,9,31,24,34,23,9
2015-08-03,48,10,49,1,39,1
2015-08-05,34,10,22,36,9,4
2015-08-08,12,8,11,35,33,9
2015-08-10,37,44,14,12,28,5
2015-08-12,15,43,1,24,8,2
2015-08-15,49,13,6,25,47,4
2015-08-17,29,9,26,36,42,1
2015-08-19,21,6,45,34,38,4
2015-08-22,19,4,20,29,49,9
2015-08-24,6,5,17,42,30,1
2015-08-26,44,26,41,15,37,8
2015-08-29,43,40,2,38,23,8
2015-08-31,12,41,38,1,31,4
2015-09-02,29,6,9,17,28,2
2015-09-05,24,45,14,25,42,9
2015-09-07,5,19,21,32,29,3
2015-09-09,3,19,10,44,41,7
2015-09-12,41,1,30,38,31,10
2015-09-14,3,43,48,37,49,2
2015-09-16,7,34,42,11,17,6
2015-09-19,2,25,43,16,33,9
2015-09-21,42,47,28,27,12,5
2015-09-23,35,49,18,20,31,3
2015-09-26,14,13,4,24,21,1
2015-09-28,23,39,37,36,49,8
2015-09-30,16,18,15,35,26,7
2015-10-03,27,18,8,37,20,4
2015-10-05,27,28,13,31,42,6
2015-10-07,29,27,2,14,28,9
2015-10-10,41,23,15,30,45,7
2015-10-12,1,16,49,3,4,4
2015-10-14,38,20,33,6,35,2
2015-10-17,22,33,14,46,9,8
2015-10-19,36,33,31,48,47,7
2015-10-21,25,35,22,26,31,6
2015-10-24,7,12,39,29,11,2
2015-10-26,17,19,23,4,49,3
2015-10-28,49,2,17,30,5,2
2015-10-31,33,36,48,43,34,10
2015-11-02,21,32,8,48,7,4
2015-11-04,32,11,8,21,15,6
2015-11-07,7,32,4,23,28,1
2015-11-09,25,32,8,37,39,10
2015-11-11,17,1,6,13,15,2
2015-11-14,34,29,47,10,37,10
2015-11-16,28,47,40,12,42,1
2015-11-18,25,23,5,1,47,1
2015-11-21,43,24,12,18,16,10
2015-11-23,47,12,14,37,20,6
2015-11-25,24,18,22,41,7,3
2015-11-28,30,19,37,12,46,9
2015-11-30,27,19,5,35,40,9
2015-12-02,39,9,3,45,10,7
2015-12-05,9,26,47,20,27,7
2015-12-07,22,28,42,37,14,10
2015-12-09,6,34,12,49,10,7
2015-12-12,13,40,2,34,15,8
2015-12-14,31,49,7,20,11,7
2015-12-16,46,41,24,35,22,10
2015-12-19,4,25,42,39,38,7
2015-12-21,11,19,33,41,7,3
2015-12-23,13,17,28,46,42,2
2015-12-26,15,21,20,38,43,1
2015-12-28,10,12,7,20,45,7
2015-12-30,16,2,34,25,1,5
2016-01-02,19,44,37,46,10,10
2016-01-04,34,43,23,15,40,3
2016-01-06,49,22,14,5,2,4
2016-01-09,22,39,4,49,45,6
2016-01-11,41,29,19,43,14,9
2016-01-13,30,11,35,33,3,2
2016-01-16,17,45,26,27,13,6
2016-01-18,2,5,3,10,1,4
2016-01-20,34,21,9,42,31,8
2016-01-23,42,3,15,41,33,3
2016-01-25,12,4,38,10,41,3
2016-01-27,31,44,48,37,32,9
2016-01-30,1,3,31,11,49,1
2016-02-01,18,36,13,40,48,4
2016-02-03,5,44,24,28,25,3
2016-02-06,44,25,2,41,28,9
2016-02-08,30,1,28,39,11,6
2016-02-10,44,46,1,27,48,10
2016-02-13,38,30,27,41,10,4
2016-02-15,37,21,38,4,10,5
2016-02-17,29,17,40,34,2,10
2016-02-20,9,33,34,41,20,8
2016-02-22,23,2,5,48,26,5
2016-02-24,20,18,44,1,49,7
2016-02-27,11,47,13,10,28,6
2016-02-29,13,3,1,24,45,1
2016-03-02,40,48,44,20,34,2
2016-03-05,34,5,14,49,23,6
2016-03-07,11,6,49,41,12,1
2016-03-09,40,22,20,19,41,2
2016-03-12,27,17,9,25,46,6
2016-03-14,19,39,27,14,36,8
2016-03-16,43,18,11,7,9,10
2016-03-19,49,13,4,36,18,5
2016-03-21,3,34,42,37,10,2
2016-03-23,14,19,17,8,5,9
2016-03-26,14,3,20,17,1,1
2016-03-28,26,2,28,4,15,2
2016-03-30,43,20,46,35,23,6
2016-04-02,29,34,18,22,19,1
2016-04-04,36,7,48,11,8,3
2016-04-06,21,19,28,24,44,5
2016-04-09,42,49,39,14,16,6
2016-04-11,34,29,4,26,25,2
2016-04-13,31,49,34,2,4,4
2016-04-16,33,25,36,39,40,9
2016-04-18,47,29,24,38,26,7
2016-04-20,12,15,36,41,13,9
2016-04-23,26,15,22,2,17,7
2016-04-25,39,19,13,18,22,6
2016-04-27,9,36,25,45,44,10
2016-04-30,49,29,2,30,36,7
2016-05-02,47,36,43,48,26,6
2016-05-04,15,7,42,8,24,9
2016-05-07,35,33,42,20,14,4
2016-05-09,24,29,4,11,14,1
2016-05-11,31,44,29,19,15,10
2016-05-14,42,28,30,1,27,5
2016-05-16,36,38,31,6,16,1
2016-05-18,22,1,40,38,49,9
2016-05-21,41,26,23,12,48,4
2016-05-23,41,48,22,26,7,2
2016-05-25,20,12,36,21,4,3
2016-05-28,19,3,1,14,13,6
2016-05-30,6,38,7,13,40,3
2016-06-01,27,35,26,44,22,10
2016-06-04,39,2,16,19,25,1
2016-06-06,23,32,48,47,25,5
2016-06-08,45,6,8,49,33,9
2016-06-11,7,17,22,46,44,6
2016-06-13,28,36,5,21,8,8
2016-06-15,34,2,8,5,33,10
2016-06-18,18,33,10,20,39,3
2016-06-20,38,4,45,13,43,10
2016-06-22,4,27,10,36,5,9
2016-06-25,16,20,19,35,49,3
2016-06-27,22,23,8,41,24,7
2016-06-29,17,22,9,14,48,10
2016-07-02,8,24,31,17,16,5
2016-07-04,12,10,25,22,47,1
2016-07-06,26,38,47,13,16,8
2016-07-09,46,15,6,39,3,10
2016-07-11,36,35,2,25,27,4
2016-07-13,30,28,47,34,7,10
2016-07-16,45,21,46,48,11,4
2016-07-18,29,25,2,39,20,7
2016-07-20,32,1,13,29,46,1
2016-07-23,2,27,33,21,15,10
2016-07-25,3,29,46,5,1,4
2016-07-27,34,7,44,19,8,6
2016-07-30,30,9,22,46,23,9
2016-08-01,45,29,36,42,24,7
2016-08-03,18,27,39,44,24,3
2016-08-06,44,12,7,25,31,10
2016-08-08,1,26,2,36,3,7
2016-08-10,49,30,19,17,7,3
2016-08-13,33,1,9,6,46,6
2016-08-15,16,31,25,27,26,7
2016-08-17,12,21,35,24,40,4
2016-08-20,35,10,28,43,15,9
2016-08-22,21,44,42,12,34,7
2016-08-24,3,4,34,41,42,2
2016-08-27,45,21,2,31,23,8
2016-08-29,44,36,49,25,48,2
2016-08-31,12,26,19,47,10,1
2016-09-03,36,24,45,49,47,5
2016-09-05,43,48,7,42,30,4
2016-09-07,26,34,38,13,42,9
2016-09-10,46,38,29,31,19,6
2016-09-12,6,5,11,13,22,10
2016-09-14,29,18,37,7,47,7
2016-09-17,12,3,4,34,25,2
2016-09-19,41,37,20,18,45,10
2016-09-21,30,15,40,13,20,10
2016-09-24,33,32,31,41,43,10
2016-09-26,4,23,26,19,27,7
2016-09-28,44,46,29,42,45,3
2016-10-01,13,42,8,16,23,1
2016-10-03,46,43,7,22,8,10
2016-10-05,18,28,15,2,43,3
2016-10-08,5,26,28,46,35,9
2016-10-10,18,19,3,48,9,2
2016-10-12,2,19,34,47,23,2
2016-10-15,47,30,41,32,39,7
2016-10-17,8,31,48,39,22,4
2016-10-19,32,28,29,26,38,1
2016-10-22,29,41,3,43,35,8
2016-10-24,18,29,36,17,23,7
2016-10-26,1,46,20,40,35,10
2016-10-29,21,36,44,26,14,4
2016-10-31,11,35,16,29,41,4
2016-11-02,26,1,49,7,14,10
2016-11-05,16,42,21,6,34,5
2016-11-07,1,46,21,6,31,6
2016-11-09,3,22,47,14,8,5
2016-11-12,29,11,19,16,2,8
2016-11-14,41,6,14,16,26,2
2016-11-16,37,48,1,26,24,7
2016-11-19,34,48,41,46,36,7
2016-11-21,7,18,12,45,3,8
2016-11-23,47,7,25,2,12,7
2016-11-26,9,21,44,6,11,7
2016-11-28,41,45,20,10,38,6
2016-11-30,9,33,31,3,40,5
2016-12-03,11,13,38,4,44,7
2016-12-05,29,30,23,6,26,4
2016-12-07,5,44,7,2,45,3
2016-12-10,41,43,27,24,28,9
2016-12-12,12,14,11,6,36,6
2016-12-14,10,9,44,14,46,7
2016-12-17,13,5,16,32,2,5
2016-12-19,17,40,41,26,3,7
2016-12-21,25,42,17,39,22,6
2016-12-24,22,48,7,20,35,1
2016-12-26,3,16,27,29,37,6
2016-12-28,34,35,16,39,15,4
2016-12-31,45,49,43,33,4,8
2017-01-02,31,38,11,19,40,5
2017-01-04,17,36,16,26,38,7
2017-01-07,33,46,24,21,22,8
2017-01-09,21,16,6,42,2,7
2017-01-11,30,13,28,22,19,3
2017-01-14,19,18,44,37,16,1
2017-01-16,35,32,14,37,26,5
2017-01-18,48,29,34,5,47,4
2017-01-21,40,36,32,8,31,6
2017-01-23,15,5,17,49,31,9
2017-01-25,10,19,20,28,4,2
2017-01-28,6,5,10,2,26,5
2017-01-30,4,22,40,23,32,4
2017-02-01,45,24,17,46,9,7
2017-02-04,32,22,1,35,37,7
2017-02-06,19,31,33,40,30,2
2017-02-08,17,33,37,40,19,6
2017-02-11,37,17,29,15,1,3
2017-02-13,5,16,39,44,18,3
2017-02-15,8,16,21,14,24,10
2017-02-18,32,23,49,1,3,4
2017-02-20,20,29,43,41,15,10
2017-02-22,17,25,22,35,43,10
2017-02-25,40,32,43,11,48,2
2017-02-27,3,37,16,17,47,5
2017-03-01,33,31,16,46,20,5
2017-03-04,28,14,37,32,4,4
2017-03-06,26,10,6,41,3,9
2017-03-08,40,16,46,42,47,2
2017-03-11,1,39,31,13,42,7
2017-03-13,16,21,34,48,24,3
2017-03-15,25,5,46,36,31,8
2017-03-18,33,18,1,30,6,2
2017-03-20,42,39,28,13,40,1
2017-03-22,43,25,28,2,11,5
2017-03-25,2,5,8,43,49,1
2017-03-27,2,49,9,38,18,8
2017-03-29,35,14,10,26,25,5
2017-04-01,46,2,44,9,25,9
2017-04-03,34,16,44,3,9,3
2017-04-05,10,40,42,20,6,10
2017-04-08,17,44,18,45,29,5
2017-04-10,11,3,20,14,1,2
2017-04-12,48,18,3,28,40,7
2017-04-15,28,29,41,40,49,5
2017-04-17,8,36,46,4,33,7
2017-04-19,47,39,38,41,48,9
2017-04-22,17,21,31,1,46,5
2017-04-24,7,42,28,45,41,9
2017-04-26,27,6,8,14,16,5
2017-04-29,48,37,46,44,34,9
2017-05-01,18,46,37,16,35,6
2017-05-03,20,15,27,46,6,3
2017-05-06,27,41,34,6,45,5
2017-05-08,33,7,47,22,43,6
2017-05-10,30,22,20,43,12,9
2017-05-13,16,13,9,28,47,10
2017-05-15,22,13,1,27,5,1
2017-05-17,25,44,6,30,22,7
2017-05-20,33,31,28,34,42,3
2017-05-22,27,21,22,7,31,10
2017-05-24,17,22,18,8,30,5
2017-05-27,9,8,28,40,17,8
2017-05-29,40,43,39,41,1,9
2017-05-31,1,36,9,41,27,1
2017-06-03,23,45,36,34,44,3
2017-06-05,49,12,17,41,21,7
2017-06-07,22,43,36,40,21,5
2017-06-10,49,34,37,36,8,10
2017-06-12,5,29,4,7,27,5
2017-06-14,44,43,49,41,31,5
2017-06-17,26,25,40,14,39,3
2017-06-19,25,43,18,47,40,9
2017-06-21,12,22,34,18,39,6
2017-06-24,48,27,23,35,24,5
2017-06-26,1,49,5,29,38,9
2017-06-28,48,30,37,29,9,1
2017-07-01,26,47,16,33,21,8
2017-07-03,48,8,10,28,2,2
2017-07-05,18,29,17,34,8,6
2017-07-08,9,30,46,43,31,10
2017-07-10,23,43,17,21,18,4
2017-07-12,3,16,31,43,18,5
2017-07-15,34,37,24,48,29,2
2017-07-17,40,41,5,33,16,2
2017-07-19,16,26,6,8,9,7
2017-07-22,40,30,16,5,28,9
2017-07-24,14,11,38,21,35,3
2017-07-26,13,44,35,3,25,2
2017-07-29,24,41,45,23,10,1
2017-07-31,45,37,47,25,31,7
2017-08-02,34,30,9,12,32,7
2017-08-05,3,25,30,13,37,2
2017-08-07,38,24,42,21,14,4
2017-08-09,32,38,36,31,49,1
2017-08-12,13,36,41,15,5,10
2017-08-14,13,15,39,2,9,4
2017-08-16,31,29,25,19,41,4
2017-08-19,39,8,40,21,7,7
2017-08-21,8,36,43,27,14,5
2017-08-23,32,23,16,1,4,7
2017-08-26,10,40,35,32,38,3
2017-08-28,6,8,20,24,42,6
2017-08-30,29,26,7,12,47,9
2017-09-02,10,14,1,40,18,7
2017-09-04,33,6,27,1,35,9
2017-09-06,49,46,28,19,39,4
2017-09-09,44,13,19,15,39,1
2017-09-11,23,42,48,45,12,9
2017-09-13,18,45,4,25,33,1
2017-09-16,37,46,4,18,16,5
2017-09-18,12,25,37,29,34,9
2017-09-20,37,6,4,17,22,6
2017-09-23,15,33,22,19,37,4
2017-09-25,37,16,17,33,34,6
2017-09-27,13,10,16,42,35,4
2017-09-30,16,44,3,38,27,7
2017-10-02,1,11,28,12,20,7
2017-10-04,45,34,20,30,1,9
2017-10-07,41,44,8,37,46,3
2017-10-09,47,30,6,15,3,9
2017-10-11,44,48,6,29,15,4
2017-10-14,18,20,38,43,47,3
2017-10-16,39,48,30,5,32,8
2017-10-18,5,13,25,12,24,7
2017-10-21,2,42,6,20,21,8
2017-10-23,12,21,47,44,25,3
2017-10-25,9,3,19,41,43,8
2017-10-28,22,12,47,5,29,8
2017-10-30,32,42,12,44,34,5
2017-11-01,18,8,26,9,32,1
2017-11-04,23,7,38,35,6,7
2017-11-06,30,45,49,27,48,1
2017-11-08,37,41,13,26,2,5
2017-11-11,40,47,48,1,36,3
2017-11-13,30,29,24,3,43,5
2017-11-15,12,10,16,35,14,6
2017-11-18,13,9,17,37,48,1
2017-11-20,6,30,40,43,35,3
2017-11-22,30,1,10,2,39,8
2017-11-25,43,1,48,2,47,10
2017-11-27,36,5,6,39,46,6
2017-11-29,8,20,3,12,13,4
2017-12-02,24,45,39,33,35,1
2017-12-04,43,32,15,23,41,8
2017-12-06,27,12,38,7,30,1
2017-12-09,48,49,10,46,23,8
2017-12-11,47,34,26,43,29,4
2017-12-13,17,49,24,43,28,8
2017-12-16,48,20,15,9,49,6
2017-12-18,11,39,48,10,29,9
2017-12-20,6,11,13,24,10,9
2017-12-23,4,6,44,8,48,10
2017-12-25,3,31,6,10,29,8
2017-12-27,22,6,48,7,14,8
2017-12-30,40,28,35,13,12,8
2018-01-01,7,43,10,9,14,1
2018-01-03,34,44,27,23,4,4
2018-01-06,45,40,17,6,31,9
2018-01-08,8,44,37,43,45,2
2018-01-10,7,49,18,9,16,3
2018-01-13,48,35,20,31,36,10
2018-01-15,15,28,22,2,5,2
2018-01-17,16,25,40,49,4,3
2018-01-20,44,32,27,38,46,7
2018-01-22,31,11,16,1,14,2
2018-01-24,9,37,35,23,28,5
2018-01-27,45,10,9,34,39,10
2018-01-29,11,32,27,36,21,6
2018-01-31,29,26,16,4,49,1
2018-02-03,22,9,23,38,13,4
2018-02-05,7,29,1,30,45,7
2018-02-07,44,13,17,48,33,3
2018-02-10,19,31,2,40,42,5
2018-02-12,27,35,48,3,32,9
2018-02-14,13,3,44,19,5,4
